uid,nces_school_id,school,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,School,Year,Date,Time,City,State,Killed,Injured,Longitude,Latitude,School.1,Year.1,Date.1,Time.1,City.1,State.1,Killed.1,Injured.1,Longitude.1,Latitude.1,School,Year,Date,Time,City,State,Killed,Injured,Longitude,Latitude
31,060003206330,Redondo Union High School,600032.0,Redondo Beach Unified,10/26/2001,2001-2002,2001,10:00 AM,Friday,Redondo Beach,California,public,2069,0,1,1,accidental,16.0,m,,student,0.0,,,,,,,,1199.0,121.0,518,216.0,15.0,,,0,.38-caliber handgun,,33.844274,-118.384456,94.4,9,12,465,Los Angeles County,6,6037,21.0,Redondo Union High School,2001,10/26/2001,10:00 AM,Redondo Beach,California,0,1,-118.384456,33.844274,Redondo Union High School,2001,10/26/2001,10:00 AM,Redondo Beach,California,0,1,-118.384456,33.844274,Redondo Union High School,2001,10/26/2001,10:00 AM,Redondo Beach,California,0,1,-118.384456,33.844274
32,260804000994,Caro Learning Center,2608040.0,Caro Community Schools,11/12/2001,2001-2002,2001,2:40 PM,Monday,Caro,Michigan,public,151,0,0,0,targeted,17.0,m,,student,1.0,suicide,,,,,,,126.0,2.0,23,0.0,0.0,,,0,20-guage shotgun,legally purchased by shooter,43.458011,-83.438553,,9,12,6,Tuscola County,26,26157,32.0,Caro Learning Center,2001,11/12/2001,2:40 PM,Caro,Michigan,0,0,-83.438553,43.458011,Caro Learning Center,2001,11/12/2001,2:40 PM,Caro,Michigan,0,0,-83.438553,43.458011,Caro Learning Center,2001,11/12/2001,2:40 PM,Caro,Michigan,0,0,-83.438553,43.458011
33,362058002029,"Martin Luther King, Jr. High School",3620580.0,New York City Public Schools,1/15/2002,2001-2002,2002,2:00 PM,Tuesday,New York City,New York,public,2258,0,2,2,targeted,17.0,m,,student,0.0,,,,,,,,49.0,1223.0,949,29.0,8.0,,,0,Lorcin .380-caliber semiautomatic pistol,illegally purchased,40.774262,-73.985021,97.7,9,12,1831,New York County,36,36061,11.0,"Martin Luther King, Jr. High School",2002,1/15/2002,2:00 PM,New York City,New York,0,2,-73.985021,40.774262,"Martin Luther King, Jr. High School",2002,1/15/2002,2:00 PM,New York City,New York,0,2,-73.985021,40.774262,"Martin Luther King, Jr. High School",2002,1/15/2002,2:00 PM,New York City,New York,0,2,-73.985021,40.774262
34,062271003034,Gardena High School,622710.0,Los Angeles Unified,2/6/2002,2001-2002,2002,2:50 PM,Wednesday,Los Angeles,California,public,3198,0,2,2,targeted,17.0,m,,student,0.0,,,,,,,,77.0,1381.0,1492,244.0,4.0,,,0,pistol,,33.866342,-118.296704,133.2,9,12,1941,Los Angeles County,6,6037,11.0,Gardena High School,2002,2/6/2002,2:50 PM,Los Angeles,California,0,2,-118.296704,33.866342,Gardena High School,2002,2/6/2002,2:50 PM,Los Angeles,California,0,2,-118.296704,33.866342,Gardena High School,2002,2/6/2002,2:50 PM,Los Angeles,California,0,2,-118.296704,33.866342
35,240051000982,Benjamin Tasker Middle School,2400510.0,Prince George's County Public Schools,10/7/2002,2002-2003,2002,8:09 AM,Monday,Bowie,Maryland,public,1371,0,1,1,indiscriminate,,m,b,none,0.0,,,,,,,,562.0,706.0,47,52.0,4.0,,,0,Bushmaster XM-15 rifle,stolen,38.957407,-76.746341,73.7,7,8,197,Prince George's County,24,24033,21.0,Benjamin Tasker Middle School,2002,10/7/2002,8:09 AM,Bowie,Maryland,0,1,-76.746341,38.957407,Benjamin Tasker Middle School,2002,10/7/2002,8:09 AM,Bowie,Maryland,0,1,-76.746341,38.957407,Benjamin Tasker Middle School,2002,10/7/2002,8:09 AM,Bowie,Maryland,0,1,-76.746341,38.957407
36,340783002776,Lincoln High School,3407830.0,Jersey City,10/29/2002,2002-2003,2002,8:30 AM,Tuesday,Jersey City,New Jersey,public,986,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,9.0,722.0,208,43.0,4.0,,,1,Browning .380-caliber pistol,,40.716783,-74.070502,102.0,9,12,495,Hudson County,34,34017,11.0,Lincoln High School,2002,10/29/2002,8:30 AM,Jersey City,New Jersey,0,1,-74.070502,40.716783,Lincoln High School,2002,10/29/2002,8:30 AM,Jersey City,New Jersey,0,1,-74.070502,40.716783,Lincoln High School,2002,10/29/2002,8:30 AM,Jersey City,New Jersey,0,1,-74.070502,40.716783
37,753892,St. James Catholic School,,,11/7/2002,2002-2003,2002,12:30 PM,Thursday,Liberty,Missouri,private,297,1,1,2,targeted,41.0,m,,parent of student,0.0,,,,,,,,287.0,4.0,5,1.0,0.0,,,0,revolver,legally purchased by shooter,39.240746,-94.45515,,KG,8,,Clay County,29,29047,21.0,St. James Catholic School,2002,11/7/2002,12:30 PM,Liberty,Missouri,1,1,-94.45515,39.240746,St. James Catholic School,2002,11/7/2002,12:30 PM,Liberty,Missouri,1,1,-94.45515,39.240746,St. James Catholic School,2002,11/7/2002,12:30 PM,Liberty,Missouri,1,1,-94.45515,39.240746
38,440090000232,Mount Pleasant High School,4400900.0,Providence School District,1/22/2003,2002-2003,2003,,Wednesday,Providence,Rhode Island,public,1641,0,0,0,targeted,,m,,student,0.0,,,,,,,,247.0,396.0,831,155.0,12.0,,,0,22-caliber semi-automatic,,41.837981,-71.45125,,9,12,1097,Providence County,44,44007,12.0,Mount Pleasant High School,2003,1/22/2003,,Providence,Rhode Island,0,0,-71.45125,41.837981,Mount Pleasant High School,2003,1/22/2003,,Providence,Rhode Island,0,0,-71.45125,41.837981,Mount Pleasant High School,2003,1/22/2003,,Providence,Rhode Island,0,0,-71.45125,41.837981
39,080723001239,Ranum High School,807230.0,Westminster 50,2/5/2003,2002-2003,2003,8:40 AM,Wednesday,Westminster,Colorado,public,1434,0,0,0,targeted,14.0,m,,student,0.0,,,,,,,,539.0,18.0,748,112.0,17.0,,,1,small semi-automatic handgun,,39.841774,-105.015495,68.0,9,12,524,Adams County,8,8001,21.0,Ranum High School,2003,2/5/2003,8:40 AM,Westminster,Colorado,0,0,-105.015495,39.841774,Ranum High School,2003,2/5/2003,8:40 AM,Westminster,Colorado,0,0,-105.015495,39.841774,Ranum High School,2003,2/5/2003,8:40 AM,Westminster,Colorado,0,0,-105.015495,39.841774
40,110003000082,Cardozo High School,1100030.0,District Of Columbia Pub Schls,4/1/2003,2002-2003,2003,12:15 PM,Tuesday,Washington,District of Columbia,public,749,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,6.0,530.0,183,28.0,2.0,,,1,handgun,,38.922338,-77.029756,,9,12,427,District of Columbia,11,11001,11.0,Cardozo High School,2003,4/1/2003,12:15 PM,Washington,District of Columbia,0,1,-77.029756,38.922338,Cardozo High School,2003,4/1/2003,12:15 PM,Washington,District of Columbia,0,1,-77.029756,38.922338,Cardozo High School,2003,4/1/2003,12:15 PM,Washington,District of Columbia,0,1,-77.029756,38.922338
41,220117000928,John McDonogh High School,2201170.0,Orleans Parish School Board,4/14/2003,2002-2003,2003,10:30 AM,Monday,New Orleans,Louisiana,public,1260,1,3,4,targeted,19.0,m,,none,0.0,,17.0,m,,none,,,10.0,1241.0,9,0.0,0.0,,,1,AK-47 and semiautomatic pistol,,29.974421,-90.075733,63.0,8,12,843,Orleans Parish,22,22071,11.0,John McDonogh High School,2003,4/14/2003,10:30 AM,New Orleans,Louisiana,1,3,-90.075733,29.974421,John McDonogh High School,2003,4/14/2003,10:30 AM,New Orleans,Louisiana,1,3,-90.075733,29.974421,John McDonogh High School,2003,4/14/2003,10:30 AM,New Orleans,Louisiana,1,3,-90.075733,29.974421
42,060003907541,Delhi Middle School,600039.0,Delhi Unified,4/15/2003,2002-2003,2003,8:15 AM,Tuesday,Delhi,California,public,394,0,1,1,targeted,,m,,,0.0,,,,,,,,101.0,7.0,273,13.0,0.0,,,0,handgun,,37.426801,-120.792392,18.0,6,8,270,Merced County,6,6047,23.0,Delhi Middle School,2003,4/15/2003,8:15 AM,Delhi,California,0,1,-120.792392,37.426801,Delhi Middle School,2003,4/15/2003,8:15 AM,Delhi,California,0,1,-120.792392,37.426801,Delhi Middle School,2003,4/15/2003,8:15 AM,Delhi,California,0,1,-120.792392,37.426801
43,422010004597,Red Lion Area Junior High School,4220100.0,Red Lion Area SD,4/24/2003,2002-2003,2003,7:30 AM,Thursday,Red Lion,Pennsylvania,public,965,1,0,1,targeted,14.0,m,w,student,1.0,suicide,,,,,,,949.0,6.0,5,5.0,0.0,,,1,".44-caliber handgun, .22-caliber gun to kill himself",stepfather,39.893809,-76.609728,46.0,7,8,156,York County,42,42133,22.0,Red Lion Area Junior High School,2003,4/24/2003,7:30 AM,Red Lion,Pennsylvania,1,0,-76.609728,39.893809,Red Lion Area Junior High School,2003,4/24/2003,7:30 AM,Red Lion,Pennsylvania,1,0,-76.609728,39.893809,Red Lion Area Junior High School,2003,4/24/2003,7:30 AM,Red Lion,Pennsylvania,1,0,-76.609728,39.893809
44,280447000830,Vicksburg High School,2804470.0,Vicksburg Warren School Dist,9/10/2003,2003-2004,2003,2:30 PM,Wednesday,Vicksburg,Mississippi,public,1121,1,0,1,targeted,20.0,m,,,0.0,,,,,,,,388.0,719.0,9,5.0,0.0,,,0,handgun,,32.323263,-90.885251,63.8,9,12,540,Warren County,28,28149,32.0,Vicksburg High School,2003,9/10/2003,2:30 PM,Vicksburg,Mississippi,1,0,-90.885251,32.323263,Vicksburg High School,2003,9/10/2003,2:30 PM,Vicksburg,Mississippi,1,0,-90.885251,32.323263,Vicksburg High School,2003,9/10/2003,2:30 PM,Vicksburg,Mississippi,1,0,-90.885251,32.323263
45,530825001388,Lewis and Clark High School,5308250.0,Spokane School District,9/22/2003,2003-2004,2003,11:10 AM,Monday,Spokane,Washington,public,1992,0,0,0,indiscriminate,16.0,m,w,student,0.0,,,,,,,,1701.0,116.0,64,71.0,40.0,,,0,9 millimeter semiautomatic pistol,home,47.652394,-117.419841,92.0,9,12,545,Spokane County,53,53063,12.0,Lewis and Clark High School,2003,9/22/2003,11:10 AM,Spokane,Washington,0,0,-117.419841,47.652394,Lewis and Clark High School,2003,9/22/2003,11:10 AM,Spokane,Washington,0,0,-117.419841,47.652394,Lewis and Clark High School,2003,9/22/2003,11:10 AM,Spokane,Washington,0,0,-117.419841,47.652394
46,270944000388,Rocori High School,2709440.0,Rocori,9/24/2003,2003-2004,2003,11:38 AM,Wednesday,Cold Spring,Minnesota,public,831,2,0,2,targeted,15.0,m,w,student,0.0,,,,,,,,813.0,3.0,8,7.0,0.0,,,0,.22 caliber pistol,father,45.466258,-94.426618,48.0,8,12,100,Stearns County,27,27145,31.0,Rocori High School,2003,9/24/2003,11:38 AM,Cold Spring,Minnesota,2,0,-94.426618,45.466258,Rocori High School,2003,9/24/2003,11:38 AM,Cold Spring,Minnesota,2,0,-94.426618,45.466258,Rocori High School,2003,9/24/2003,11:38 AM,Cold Spring,Minnesota,2,0,-94.426618,45.466258
47,370090000337,Burns Middle School,3700900.0,Cleveland County Schools,9/25/2003,2003-2004,2003,8:00 AM,Thursday,Lawndale,North Carolina,public,1049,0,0,0,indiscriminate,13.0,m,,student,0.0,,,,,,,,786.0,240.0,20,3.0,0.0,,,1,9mm handgun,,35.425762,-81.539104,63.0,6,8,510,Cleveland County,37,37045,31.0,Burns Middle School,2003,9/25/2003,8:00 AM,Lawndale,North Carolina,0,0,-81.539104,35.425762,Burns Middle School,2003,9/25/2003,8:00 AM,Lawndale,North Carolina,0,0,-81.539104,35.425762,Burns Middle School,2003,9/25/2003,8:00 AM,Lawndale,North Carolina,0,0,-81.539104,35.425762
48,061233007702,Rio Cazadero High School,612330.0,Elk Grove Unified,10/1/2003,2003-2004,2003,9:00 AM,Wednesday,Sacramento,California,public,317,0,2,2,targeted,,m,,multiple officers,0.0,,,,,,,,27.0,105.0,91,88.0,5.0,,,0,officer weapons,police,38.469639,-121.435306,10.8,9,12,99,Sacramento County,6,6067,21.0,Rio Cazadero High School,2003,10/1/2003,9:00 AM,Sacramento,California,0,2,-121.435306,38.469639,Rio Cazadero High School,2003,10/1/2003,9:00 AM,Sacramento,California,0,2,-121.435306,38.469639,Rio Cazadero High School,2003,10/1/2003,9:00 AM,Sacramento,California,0,2,-121.435306,38.469639
217,370297001214,East Mecklenburg High School,3702970.0,Charlotte-Mecklenburg Schools,11/13/2003,2003-2004,2003,11:45 AM,Thursday,Charlotte,North Carolina,public,2275,0,1,1,accidental,15.0,m,,student,0.0,,,,,,,,997.0,990.0,198,82.0,8.0,,,1,.25-caliber handgun,,35.175976,-80.756579,113.0,9,12,709,Mecklenburg County,37,37119,11.0,East Mecklenburg High School,2003,11/13/2003,11:45 AM,Charlotte,North Carolina,0,1,-80.756579,35.175976,East Mecklenburg High School,2003,11/13/2003,11:45 AM,Charlotte,North Carolina,0,1,-80.756579,35.175976,East Mecklenburg High School,2003,11/13/2003,11:45 AM,Charlotte,North Carolina,0,1,-80.756579,35.175976
49,110003000084,Ballou High School,1100030.0,District Of Columbia Pub Schls,2/2/2004,2003-2004,2004,10:30 AM,Monday,Washington,District of Columbia,public,1090,1,1,2,targeted,18.0,m,b,student,0.0,,,,,,,,0.0,1084.0,2,2.0,2.0,,,1,.380-caliber pistol,puchased by shooter and friends,38.839005,-77.001667,68.0,9,12,897,District of Columbia,11,11001,11.0,Ballou High School,2004,2/2/2004,10:30 AM,Washington,District of Columbia,1,1,-77.001667,38.839005,Ballou High School,2004,2/2/2004,10:30 AM,Washington,District of Columbia,1,1,-77.001667,38.839005,Ballou High School,2004,2/2/2004,10:30 AM,Washington,District of Columbia,1,1,-77.001667,38.839005
50,360963000731,Columbia High School,3609630.0,East Greenbush Central School District,2/9/2004,2003-2004,2004,10:30 AM,Monday,East Greenbush,New York,public,1455,0,1,1,indiscriminate,16.0,m,w,student,0.0,,,,,,,,1390.0,28.0,6,31.0,0.0,,,0,12-gauge Winchester shotgun,,42.62068,-73.690848,,9,12,,RENSSELAER,36,36083,21.0,Columbia High School,2004,2/9/2004,10:30 AM,East Greenbush,New York,0,1,-73.690848,42.62068,Columbia High School,2004,2/9/2004,10:30 AM,East Greenbush,New York,0,1,-73.690848,42.62068,Columbia High School,2004,2/9/2004,10:30 AM,East Greenbush,New York,0,1,-73.690848,42.62068
51,421899003675,T.M. Peirce Elementary School,4218990.0,Philadelphia City SD,2/11/2004,2003-2004,2004,8:30 AM,Wednesday,Philadelphia,Pennsylvania,public,453,1,1,2,targeted,19.0,m,b,none,0.0,,20.0,m,b,none,0.0,,2.0,445.0,4,2.0,0.0,,,1,"carbine rifle, assault weapon",,39.998621,-75.168248,26.0,KG,5,450,Philadelphia County,42,42101,11.0,T.M. Peirce Elementary School,2004,2/11/2004,8:30 AM,Philadelphia,Pennsylvania,1,1,-75.168248,39.998621,T.M. Peirce Elementary School,2004,2/11/2004,8:30 AM,Philadelphia,Pennsylvania,1,1,-75.168248,39.998621,T.M. Peirce Elementary School,2004,2/11/2004,8:30 AM,Philadelphia,Pennsylvania,1,1,-75.168248,39.998621
52,062805012992,Castlemont High School,628050.0,Oakland Unified,6/9/2004,2003-2004,2004,12:22 PM,Wednesday,Oakland,California,public,1467,0,2,2,targeted,,,,,0.0,,,,,,,,9.0,736.0,631,83.0,1.0,,,0,,,37.75982,-122.16302,56.5,9,12,340,Alameda County,6,6001,11.0,Castlemont High School,2004,6/9/2004,12:22 PM,Oakland,California,0,2,-122.16302,37.75982,Castlemont High School,2004,6/9/2004,12:22 PM,Oakland,California,0,2,-122.16302,37.75982,Castlemont High School,2004,6/9/2004,12:22 PM,Oakland,California,0,2,-122.16302,37.75982
53,173291003406,Proviso East High School,1732910.0,Proviso Twp H S Dist 209,8/30/2004,2004-2005,2004,2:30 PM,Monday,Maywood,Illinois,public,2068,1,0,1,targeted,,m,b,none,0.0,,,,,,,,44.0,1506.0,497,9.0,10.0,,,1,handgun,,41.88062,-87.83382,110.0,9,12,637,Cook County,17,17031,21.0,Proviso East High School,2004,8/30/2004,2:30 PM,Maywood,Illinois,1,0,-87.83382,41.88062,Proviso East High School,2004,8/30/2004,2:30 PM,Maywood,Illinois,1,0,-87.83382,41.88062,Proviso East High School,2004,8/30/2004,2:30 PM,Maywood,Illinois,1,0,-87.83382,41.88062
54,180387000649,Wirt High School,1803870.0,Gary Community School Corp,9/15/2004,2004-2005,2004,,Wednesday,Gary,Indiana,public,792,0,0,0,indiscriminate,,m,,student,0.0,,,,,,,,10.0,769.0,11,2.0,0.0,,,0,handgun,,41.60997,-87.26145,49.7,9,12,394,Lake County,18,18089,13.0,Wirt High School,2004,9/15/2004,,Gary,Indiana,0,0,-87.26145,41.60997,Wirt High School,2004,9/15/2004,,Gary,Indiana,0,0,-87.26145,41.60997,Wirt High School,2004,9/15/2004,,Gary,Indiana,0,0,-87.26145,41.60997
55,240009001561,Thurgood Marshall High School,2400090.0,Baltimore City,10/21/2004,2004-2005,2004,4:00 PM,Thursday,Baltimore,Maryland,public,502,0,2,2,targeted,16.0,m,,student,0.0,,,,,,,,6.0,493.0,2,0.0,1.0,,,1,handgun,,39.31911,-76.54552,22.0,9,11,296,Baltimore City,24,24510,11.0,Thurgood Marshall High School,2004,10/21/2004,4:00 PM,Baltimore,Maryland,0,2,-76.54552,39.31911,Thurgood Marshall High School,2004,10/21/2004,4:00 PM,Baltimore,Maryland,0,2,-76.54552,39.31911,Thurgood Marshall High School,2004,10/21/2004,4:00 PM,Baltimore,Maryland,0,2,-76.54552,39.31911
56,220117000973,Booker T. Washington High School,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,Booker T. Washington High School,2004,11/12/2004,12:00 PM,New Orleans,Louisiana,0,1,-90.08893,29.94966,Booker T. Washington High School,2004,11/12/2004,12:00 PM,New Orleans,Louisiana,0,1,-90.08893,29.94966,Booker T. Washington High School,2004,11/12/2004,12:00 PM,New Orleans,Louisiana,0,1,-90.08893,29.94966
57,A9902648,Emmanuel Christian Academy,,,12/7/2004,2004-2005,2004,3:00 PM,Tuesday,Jackson,Mississippi,private,128,0,1,1,accidental,28.0,f,,,0.0,,,,,,,,0.0,128.0,0,0.0,0.0,,,0,.22 caliber handgun,,32.288835,-90.196049,11.0,PK,8,,Hinds County,28,28049,12.0,Emmanuel Christian Academy,2004,12/7/2004,3:00 PM,Jackson,Mississippi,0,1,-90.196049,32.288835,Emmanuel Christian Academy,2004,12/7/2004,3:00 PM,Jackson,Mississippi,0,1,-90.196049,32.288835,Emmanuel Christian Academy,2004,12/7/2004,3:00 PM,Jackson,Mississippi,0,1,-90.196049,32.288835
58,173123003295,Woodruff High School,1731230.0,Peoria School District 150,1/26/2005,2004-2005,2005,,Wednesday,Peoria,Illinois,public,1012,0,0,0,targeted,15.0,m,b,student,0.0,,,,,,,,336.0,602.0,60,14.0,0.0,,,0,handgun,,40.70725,-89.57513,65.0,9,12,606,Peoria County,17,17143,12.0,Woodruff High School,2005,1/26/2005,,Peoria,Illinois,0,0,-89.57513,40.70725,Woodruff High School,2005,1/26/2005,,Peoria,Illinois,0,0,-89.57513,40.70725,Woodruff High School,2005,1/26/2005,,Peoria,Illinois,0,0,-89.57513,40.70725
59,170993005072,Bowen High School,1709930.0,City Of Chicago School Dist 299,2/8/2005,2004-2005,2005,2:32 PM,Tuesday,Chicago,Illinois,public,215,0,1,1,targeted,,,,,0.0,,,,,,,,2.0,167.0,46,0.0,0.0,,,0,,,41.73354,-87.557742,45.7,11,12,212,Cook County,17,17031,11.0,Bowen High School,2005,2/8/2005,2:32 PM,Chicago,Illinois,0,1,-87.557742,41.73354,Bowen High School,2005,2/8/2005,2:32 PM,Chicago,Illinois,0,1,-87.557742,41.73354,Bowen High School,2005,2/8/2005,2:32 PM,Chicago,Illinois,0,1,-87.557742,41.73354
60,470318001337,Maplewood Comprehensive High School,4703180.0,Nashville-Davidson County SD,3/9/2005,2004-2005,2005,2:00 PM,Wednesday,Nashville,Tennessee,public,1119,0,1,1,targeted,16.0,m,,former student (expelled),0.0,,,,,,,,219.0,868.0,21,11.0,0.0,,,0,handgun,,36.22912,-86.74568,63.0,9,12,,Davidson County,47,47037,11.0,Maplewood Comprehensive High School,2005,3/9/2005,2:00 PM,Nashville,Tennessee,0,1,-86.74568,36.22912,Maplewood Comprehensive High School,2005,3/9/2005,2:00 PM,Nashville,Tennessee,0,1,-86.74568,36.22912,Maplewood Comprehensive High School,2005,3/9/2005,2:00 PM,Nashville,Tennessee,0,1,-86.74568,36.22912
61,273051001303,Red Lake High School,2730510.0,Red Lake,3/21/2005,2004-2005,2005,2:49 PM,Monday,Red Lake,Minnesota,public,331,7,7,14,indiscriminate,16.0,m,ai,former student,1.0,suicide,,,,,,,0.0,0.0,0,0.0,331.0,,,1,".40 caliber Glock 23 pistol, 870 12 gauge pump-action shotgun",grandfather,47.8509,-95.0629,31.1,9,12,295,Beltrami County,27,27007,43.0,Red Lake High School,2005,3/21/2005,2:49 PM,Red Lake,Minnesota,7,7,-95.0629,47.8509,Red Lake High School,2005,3/21/2005,2:49 PM,Red Lake,Minnesota,7,7,-95.0629,47.8509,Red Lake High School,2005,3/21/2005,2:49 PM,Red Lake,Minnesota,7,7,-95.0629,47.8509
62,481275000769,Canton High School,4812750.0,Canton ISD,4/7/2005,2004-2005,2005,9:20 AM,Thursday,Canton,Texas,public,533,0,1,1,targeted,45.0,m,w,father of football player,0.0,,,,,,,,484.0,16.0,29,1.0,3.0,,,0,.45-caliber pistol,legally purchased by shooter,32.54958,-95.86617,39.4,9,12,79,Van Zandt County,48,48467,32.0,Canton High School,2005,4/7/2005,9:20 AM,Canton,Texas,0,1,-95.86617,32.54958,Canton High School,2005,4/7/2005,9:20 AM,Canton,Texas,0,1,-95.86617,32.54958,Canton High School,2005,4/7/2005,9:20 AM,Canton,Texas,0,1,-95.86617,32.54958
63,422583001736,Highland Elementary School,4225830.0,West Shore SD,5/17/2005,2004-2005,2005,3:00 PM,Tuesday,Lower Allen Township,Pennsylvania,public,445,1,0,1,targeted,47.0,m,,dating mother of student,1.0,suicide,,,,,,,403.0,23.0,10,9.0,0.0,,,0,9 mm semiautomatic handgun,,40.21999,-76.95256,24.2,KG,5,35,Cumberland County,42,42041,21.0,Highland Elementary School,2005,5/17/2005,3:00 PM,Lower Allen Township,Pennsylvania,1,0,-76.95256,40.21999,Highland Elementary School,2005,5/17/2005,3:00 PM,Lower Allen Township,Pennsylvania,1,0,-76.95256,40.21999,Highland Elementary School,2005,5/17/2005,3:00 PM,Lower Allen Township,Pennsylvania,1,0,-76.95256,40.21999
64,470210000681,Maury Middle School,4702100.0,Jefferson County School District,8/25/2005,2005-2006,2005,9:30 AM,Thursday,Jacksboro,Tennessee,public,609,0,1,1,accidental,14.0,m,,student,0.0,,,,,,,,594.0,9.0,4,2.0,0.0,,,0,".38-caliber Smith & Wesson, .22-caliber handgun",guardian (uncle),36.0213,-83.4041,34.7,6,8,314,Jefferson County,47,47089,41.0,Maury Middle School,2005,8/25/2005,9:30 AM,Jacksboro,Tennessee,0,1,-83.4041,36.0213,Maury Middle School,2005,8/25/2005,9:30 AM,Jacksboro,Tennessee,0,1,-83.4041,36.0213,Maury Middle School,2005,8/25/2005,9:30 AM,Jacksboro,Tennessee,0,1,-83.4041,36.0213
65,120048004192,Sojourner Truth High School,1200480.0,Duval County School District,9/2/2005,2005-2006,2005,12:50 PM,Friday,Jacksonville,Florida,public,123,0,1,1,targeted,,m,,,0.0,,,,,,,,9.0,110.0,4,0.0,0.0,,,0,handgun,,30.27037,-81.61618,7.0,9,12,62,Duval County,12,12031,11.0,Sojourner Truth High School,2005,9/2/2005,12:50 PM,Jacksonville,Florida,0,1,-81.61618,30.27037,Sojourner Truth High School,2005,9/2/2005,12:50 PM,Jacksonville,Florida,0,1,-81.61618,30.27037,Sojourner Truth High School,2005,9/2/2005,12:50 PM,Jacksonville,Florida,0,1,-81.61618,30.27037
66,170993000851,Harlan Community Academy High School,1709930.0,City Of Chicago Sd 299,9/13/2005,2005-2006,2005,2:20 PM,Tuesday,Chicago,Illinois,public,1381,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,0.0,1381.0,0,0.0,0.0,,,1,.25-caliber handgun,,41.7184,-87.62085,101.6,7,12,959,Cook County,17,17031,11.0,Harlan Community Academy High School,2005,9/13/2005,2:20 PM,Chicago,Illinois,0,1,-87.62085,41.7184,Harlan Community Academy High School,2005,9/13/2005,2:20 PM,Chicago,Illinois,0,1,-87.62085,41.7184,Harlan Community Academy High School,2005,9/13/2005,2:20 PM,Chicago,Illinois,0,1,-87.62085,41.7184
67,291191000440,Farmington High School,2911910.0,Farmington R-VII,10/11/2005,2005-2006,2005,8:00 AM,Tuesday,Farmington,Missouri,public,1160,0,0,0,indiscriminate,17.0,m,w,student,0.0,,,,,,,,1126.0,18.0,7,8.0,1.0,,,0,single-shot shotgun,father,37.78108,-90.43619,68.6,9,12,344,St. Francois County,29,29187,32.0,Farmington High School,2005,10/11/2005,8:00 AM,Farmington,Missouri,0,0,-90.43619,37.78108,Farmington High School,2005,10/11/2005,8:00 AM,Farmington,Missouri,0,0,-90.43619,37.78108,Farmington High School,2005,10/11/2005,8:00 AM,Farmington,Missouri,0,0,-90.43619,37.78108
68,263039006677,Saginaw High School,2630390.0,Saginaw City School District,10/20/2005,2005-2006,2005,12:00 PM,Thursday,Saginaw,Michigan,public,1178,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,16.0,1128.0,34,0.0,0.0,,,1,.380-caliber handgun,stolen,43.40713,-83.92541,58.0,9,12,823,Saginaw County,26,26145,13.0,Saginaw High School,2005,10/20/2005,12:00 PM,Saginaw,Michigan,0,1,-83.92541,43.40713,Saginaw High School,2005,10/20/2005,12:00 PM,Saginaw,Michigan,0,1,-83.92541,43.40713,Saginaw High School,2005,10/20/2005,12:00 PM,Saginaw,Michigan,0,1,-83.92541,43.40713
69,470042000117,Campbell County High School,4700420.0,Campbell County School Distrct,11/8/2005,2005-2006,2005,2:00 PM,Tuesday,Jacksboro,Tennessee,public,1440,1,2,3,targeted and indiscriminate,15.0,m,w,student,0.0,,,,,,,,1429.0,0.0,6,5.0,0.0,,,0,.22-caliber pistol,,36.35086,-84.14832,79.4,9,12,851,Campbell County,47,47013,32.0,Campbell County High School,2005,11/8/2005,2:00 PM,Jacksboro,Tennessee,1,2,-84.14832,36.35086,Campbell County High School,2005,11/8/2005,2:00 PM,Jacksboro,Tennessee,1,2,-84.14832,36.35086,Campbell County High School,2005,11/8/2005,2:00 PM,Jacksboro,Tennessee,1,2,-84.14832,36.35086
