School,Type,Date,City,State,Time,Latitude,Longitude
Harbin County High School,High,2007-01-24,Savannah,TN,8:00 AM,35.2248034,-88.2492037
Hillcrest High School,High,2007-01-31,Country Club Hills,IL,9:30 PM,41.5680898,-87.7203257
Paxon Middle School,Middle,2007-02-07,Jacksonville,FL,,30.3321838,-81.655651
Crook County High School,High,2007-02-08,Prineville,OR,2:33 PM,44.2998261,-120.834972
Stephen F. Austin Middle School,Middle,2007-02-08,Port Arthur,TX,,29.8716577,-93.9332302
Slauson Middle School,Middle,2007-02-26,Azusa,CA,,34.1338751,-117.9056046
Clifton Elementary School,Elementary,2007-02-27,Atlanta,GA,,33.7489924,-84.3902644
Centennial High School,High,2007-03-07,Compton,CA,2:30 PM,33.894927,-118.226624
Greenville High School,High,2007-03-07,Greenville,TX,7:15 AM,33.1384488,-96.1108066
Herbert Henry Dow High School,High,2007-03-07,Midland,MI,10:57 AM,43.6155825,-84.2472117
East Ridge High School,High,2007-03-08,Chattanooga,TN,2:20 PM,53.6588979,-2.2832981
Union Park Elementary School,Elementary,2007-03-23,Orlando,FL,3:00 PM,28.5421109,-81.3790304
Sarah J. Rawson Elementary School,Elementary,2007-03-27,Hartford,CT,6:30 PM,41.764582,-72.6908547
Myrtle Beach High School,High,2007-03-29,Myrtle Beach,SC,,33.6956461,-78.8900409
Chicago Vocational Career Academy,Other,2007-04-10,Chicago,IL,2:15 PM,41.8755616,-87.6244212
Springwater Trail High School,High,2007-04-10,Gresham,OR,2:15 PM,45.4997475,-122.4309766
North Mecklenburg High School,High,2007-04-18,Huntersville,NC,,35.4108278,-80.8429304
Gettysburg Elementary School,Elementary,2007-05-03,Dayton,OH,9:45 AM,39.7589478,-84.1916069
Tidehaven High School,High,2007-05-04,El Maton,TX,8:33 AM,34.195462,-101.683204
Henry Ford High School,High,2007-05-10,Detroit,MI,,42.3315509,-83.0466403
West Mesquite High School,High,2007-05-12,Mesquite,TX,,32.7666103,-96.599472
Liberty Memorial Middle School,Middle,2007-05-15,Los Fresnos,TX,10:02 AM,26.0714502,-97.4770792
Oak Haven Elementary School,Elementary,2007-05-23,Coventry,RI,4:53 PM,41.7000996,-71.6828444
Vandora Springs Elementary School,Elementary,2007-05-30,Garner,NC,,35.7112642,-78.6141709
North Garner Middle School,Middle,2007-05-31,Garner,NC,,35.7112642,-78.6141709
Broad River Elementary School,Elementary,2007-06-17,Burton,SC,,32.4357843,-80.7242883
David W. Carter High School,High,2007-06-28,Dallas,TX,12:00 PM,32.7762719,-96.7968559
Carter G. Woodson Elementary School,Elementary,2007-07-09,Chicago,IL,1:40 PM,41.8755616,-87.6244212
Mount Vernon Elementary School,High,2007-08-04,Newark,NJ,,40.735657,-74.1723667
Las Plumas High School,High,2007-09-28,Oroville,CA,9:15 AM,39.5137752,-121.556359
S Simon and Jude Catholic School,K-8,2007-09-30,Phoenix,AZ,9:37 PM,33.4484367,-112.074141
Platt High School,High,2007-10-01,Meriden,CT,1:50 PM,41.5381535,-72.8070435
SuccessTech Academy,Other,2007-10-10,Cleveland,OH,1:15 PM,41.4996574,-81.6936772
Manassas High School,High,2007-10-24,Memphis,TN,8:45 AM,35.1460249,-90.0517638
John Curtis Christian School,K-12,2007-11-05,River Ridge,LA,,29.9602043,-90.2156316
Holland Patent Central High School,High,2007-11-26,Holland Patent,NY,11:00 AM,43.241952,-75.257034
Barnard-White Middle School,Middle,2007-12-21,Union City,CA,3:20 PM,37.5872576,-122.0215737
Hamilton High School,High,2008-02-04,Memphis,TN,10:00 AM,35.1460249,-90.0517638
Mitchell High School,High,2008-02-11,Memphis,TN,9:00 AM,35.1460249,-90.0517638
E O Green Junior High School,Junior High,2008-02-12,Oxnard,CA,08:15:00,34.1976308,-119.180381
Davidson High School,High,2008-03-06,Mobile,AL,10:00 AM,30.6913462,-88.0437509
Roosevelt High School,High,2008-04-16,Fresno,CA,11:54 AM,36.7394421,-119.78483
Madison Parish High School,High,2008-05-16,Tallulah,LA,,32.4084539,-91.1869112
Wallace Elementary School,Elementary,2008-08-11,Kelso,WA,,46.1421249,-122.905299
Lakota Middle School,Middle,2008-08-14,Federal Way,WA,8:20 PM,47.313494,-122.33931
Central High School,High,2008-08-21,Knoxville,TN,08:11:00,35.9603948,-83.9210261
South High School,High,2008-09-02,Willoughby,OH,,41.6397696,-81.4065011
Mira Loma High School,High,2008-09-15,Sacramento,CA,,38.5810606,-121.493895
George Washington Preparatory High School,High,2008-09-19,Athens,CA,6:00 PM,44.625942,-75.952256
Henry Ford High School,High,2008-10-16,Detroit,MI,3:15 PM,42.3315509,-83.0466403
Vasquez High School,High,2008-10-20,Acton,CA,,34.469994,-118.1967418
Prattville Christian Academy,Other,2008-10-23,Prattville,AL,,32.4600136,-86.4753174
Eliot Elementary School,Elementary,2008-10-29,Gilroy,CA,,37.0065078,-121.5631723
Stockton Springs Elementary School,Elementary,2008-10-31,Stockton Springs,ME,08:30:00,44.4895196,-68.8569762
Bell High School,High,2008-11-03,Bell,CA,8:00 PM,33.9747806,-118.1866361
El Rio Elementary School,Elementary,2008-11-03,Oxnard,CA,3:35 PM,34.1976308,-119.180381
Dillard High School,High,2008-11-12,Fort Lauderdale,FL,11:00 AM,26.1223084,-80.1433786
Desert Hills High School,High,2008-11-15,St. George,UT,6:20 PM,37.104153,-113.584131
Thompson Valley High School,High,2008-11-15,Loveland,CO,1:15 AM,40.385549,-105.04436132094955
Central Valley High School,High,2008-11-18,Ceres,CA,9:00 PM,37.5949316,-120.9577098
Cole Middle School,Middle,2008-11-18,Oakland,CA,8:30 AM,37.8044557,-122.271356
North Forest High School,High,2008-11-25,Houston,TX,9:45 PM,29.7589382,-95.3676974
O A Peters Elementary School,Elementary,2008-11-30,Garden Grove,CA,4:00 PM,33.7746292,-117.9463717
King City High School,High,2008-12-02,King City,CA,7:26 PM,36.226559,-121.15856617878941
Shattuck St. Mary's Prep School,Other,2008-12-05,Faribault,MN,9:00 PM,44.2949637,-93.268827
Guy B. Teachey Elementary School,Elementary,2008-12-12,Asheboro,NC,10:30 PM,35.7079146,-79.8136446
William Floyd High School,High,2008-12-12,Mastic Beach,NY,8:30 PM,40.765722,-72.836722
Summerville High School,High,2008-12-21,Summerville,SC,7:15 PM,33.0186699,-80.1762704
Largo Middle School,Middle,2008-12-22,Largo,FL,,27.9094665,-82.7873244
William H. Harrison Elementary School,Elementary,2008-12-27,Philadelphia,PA,10:00 AM,39.9527237,-75.1635262
Kennedy Elementary School,Elementary,2008-12-31,Norman,OK,,35.2225717,-97.4394816
Shuman Middle School,Middle,2008-12-31,Savannah,GA,,32.0790074,-81.0921335
William Penn High School,High,2009-01-08,New Castle,DE,8:30 PM,39.6620572,-75.5663132
Dunbar High School,High,2009-01-09,Chicago,IL,8:00 PM,41.8755616,-87.6244212
Perspectives Charter School,Middle,2009-01-14,Chicago,IL,11:12 AM,41.8755616,-87.6244212
Beecher High School,High,2009-01-20,Mount Morris Township,MI,,43.08973295,-83.75382951099074
Collins HIgh School,High,2009-01-20,Chicago,IL,,41.8755616,-87.6244212
East High School,High,2009-01-20,Erie,PA,8:22 PM,42.1294712,-80.0852695
Cahokia High School,High,2009-01-23,Cahokia,IL,,38.566160499999995,-90.17942355243014
Clayton High School,High,2009-01-27,Clayton,NC,,35.650711,-78.4563914
Baker Elementary School,Elementary,2009-02-10,El Monte,CA,2:00 PM,34.0751571,-118.036849
School bus,Other,2009-02-11,Zebulon,NC,,35.8221621,-78.3132126
Central High School,High,2009-02-17,Detroit,MI,2:20 PM,42.3315509,-83.0466403
John Muir Elementary School,Elementary,2009-02-20,Hayward,CA,12:00 PM,37.6688205,-122.080796
Brien McMahon High School,High,2009-02-23,Norwalk,CT,8:30 PM,41.1175966,-73.4078968
Robert Frost Elementary School,Elementary,2009-03-02,Sioux Falls,SD,2:50 PM,43.5488256,-96.7307737
Westover High School,High,2009-03-06,Fayetteville,NC,10:00 PM,35.0525759,-78.878292
Ribault High School,High,2009-03-10,Jacksonville,FL,7:22 AM,30.3321838,-81.655651
Cypress Ridge High School,High,2009-03-11,Houston,TX,,29.7589382,-95.3676974
Locke High School,High,2009-04-13,Los Angeles,CA,,34.0536909,-118.242766
Sheboygan High School,High,2009-05-01,Sheboygan,WI,3:40 PM,43.7508284,-87.71453
Canandaigua Academy,High,2009-05-05,Canandaigua,NY,10:25 AM,42.8858579,-77.2799761
Larose-Cut Off Middle School,Middle,2009-05-18,Larose,LA,9:00 AM,29.5721903,-90.3830385
International Studies Academy,Other,2009-06-15,San Francisco,CA,,37.7792588,-122.4193286
Aplington-Parkersburg High School,High,2009-06-24,Parkersburg,IA,8:00 AM,42.5755594,-92.7870402
Westover High School,High,2009-08-27,Fayetteville,NC,4:00 PM,35.0525759,-78.878292
Stamford Academy,High,2009-09-08,Stamford,CT,8:05 AM,41.0534302,-73.5387341
Virginia Randolph Community High School,High,2009-09-16,Glen Allen,VA,12:30 PM,37.6659781,-77.506374
Mattituck Junior-Senior High School,6-12,2009-10-08,Mattituck,NY,1:53 PM,40.9912115,-72.5342547
Carolina Forest High School,High,2009-10-16,Conway,SC,8:25 AM,33.8360035,-79.0478143
Wilson High School,High,2009-10-30,Long Beach,CA,,33.7690164,-118.191604
Hamilton High School (bus),High,2009-11-06,West Philadelphia,PA,8:00 AM,39.9568763,-75.1846425
Booker T. Washington High School,High,2009-12-11,Shreveport,LA,8:10 AM,32.5135356,-93.7477839
Livington High School,High,2010-01-20,Livington,AL,3:00 PM,32.688053,-86.810585
Discovery Middle School,Middle,2010-02-05,Madison,AL,1:45 PM,34.6928726,-86.7511427
Inskip Elementary School,High,2010-02-10,Knoxville,TN,1:00 PM,35.9603948,-83.9210261
Deer Creek Middle School,Middle,2010-02-23,Littleton,CO,15:14:00,39.613321,-105.016649
Birney Elementary School,Elementary,2010-02-26,Tacoma,WA,,47.2455013,-122.438329
Woodrow Wilson High School,High,2010-04-28,Portsmouth,VA,12:15 PM,36.8320081,-76.297699
South Gate High School,High,2010-05-18,South Gate,CA,7:51 AM,33.9463456,-118.200981
Sullivan Central High School,High,2010-08-30,Blountville,TN,9:16 AM,36.5331586,-82.326806
Mumford High School,High,2010-09-08,Detroit,MI,3:30 PM,42.3315509,-83.0466403
Socastee High School,High,2010-09-21,Conway,SC,2:00 PM,33.8360035,-79.0478143
Alisal High School,High,2010-10-01,Salinas,CA,7:53 AM,36.6744117,-121.655037
Kelly Elementary School,Elementary,2010-10-08,Carlsbad,CA,12:00 PM,33.1580933,-117.3505966
Topeka West High School,High,2010-10-23,Topeka,KS,10:30 PM,39.049011,-95.677556
Marinette High School,High,2010-11-29,Marinette,WI,7:30 PM,45.0999594,-87.6307265
Aurora Central High School,High,2010-12-06,Aurora,CO,2:30 PM,41.7571701,-88.3147539
Crown Point School bus,K-12,2011-01-04,Crown Point,IN,6:00 AM,41.4169806,-87.3653136
Millard South High School,High,2011-01-05,Omaha,NE,12:45 PM,41.2587459,-95.9383758
Gardena High School,High,2011-01-18,Los Angeles,CA,10:40 AM,34.0536909,-118.242766
Louisiana Schnell Elementary School,Elementary,2011-02-02,Placerville,CA,10:37 AM,38.7296252,-120.798546
Martinsville West Middle School,Middle,2011-03-25,Martinsville,IN,7:00 AM,39.4278253,-86.428328
Worthing High School,High,2011-03-30,Houston,TX,6:45 PM,29.7589382,-95.3676974
Sheeler Charter High School,High,2011-04-13,Apopka,FL,12:00 PM,28.678013,-81.511398
Betsy Ross Elementary School,Elementary,2011-04-19,Houston,TX,11:00 AM,29.7589382,-95.3676974
Horizon Elementary School,Elementary,2011-05-17,Everett,WA,6:30 PM,47.9793437,-122.2127011
Highlands Intermediate School,Middle,2011-05-23,Pearl City,HI,6:30 AM,21.4001231,-157.969428
Issaquah High School,High,2011-09-23,Seattle,WA,7:00 PM,47.6038321,-122.330062
Garinger High School,High,2011-09-30,Charlotte,NC,10:00 PM,35.2272086,-80.8430827
Wilson High School,High,2011-09-30,Portland,OR,9:00 PM,45.5202471,-122.674194
Cape Fear High School,High,2011-10-24,Fayetteville,NC,1:00 PM,35.0525759,-78.878292
Harwell Middle School,Middle,2011-12-12,Edinburg,TX,4:45 PM,26.3013982,-98.1624501
Northern High School,High,2011-12-28,Flint,MI,,43.0161693,-83.6900211
Cummings Middle School,Middle,2012-01-04,Brownsville,TX,8:00 AM,25.9015688,-97.4984005
North Forest High School,High,2012-01-10,Houston,TX,12:30 PM,29.7589382,-95.3676974
Walpole Elementary School,Elementary,2012-02-10,Walpole,NH,11:00 AM,43.0795515,-72.4259725
Armin Jahr Elementary School,Elementary,2012-02-22,Bremerton,WA,13:30:00,47.5653663,-122.6246836
Chardon High School,High,2012-02-27,Chardon,OH,7:30 AM,41.5824944,-81.2034066
Episcopal School of Jacksonville,Unknown,2012-03-06,Jacksonville,FL,1:15 PM,30.3321838,-81.655651
LeFlore High School,High,2012-03-15,Mobile,AL,10:50 AM,30.6913462,-88.0437509
Kirksey Middle School,Middle,2012-04-01,Rogers,AR,9:58 PM,36.3330154,-94.1166283
Mary Scroggs Elementary School,Elementary,2012-05-25,Chapel Hill,NC,2:04 PM,35.9131542,-79.05578
West View High School,High,2012-05-25,Avondale,AZ,1:55 PM,33.4355977,-112.349602
Nathaniel Greene Elementary School,Elementary,2012-07-06,Pawtucket,RI,3:00 AM,41.8789531,-71.3821203
Hamilton High School,High,2012-08-16,Memphis,TN,5:00 PM,35.1460249,-90.0517638
Banks County High School,High,2012-08-24,Homer,GA,8:00 AM,34.3337156,-83.499055
Perry Hall High School,High,2012-08-27,Perry Hall,MD,10:45 AM,39.4042496,-76.4795561
Normal Community High School,High,2012-09-07,Normal,IL,8:00 AM,40.5092961,-88.9843937
Stillwater Junior High School,Junior High,2012-09-26,Stillwater,OK,7:50 AM,36.1156306,-97.0585717
Fairmount Public School,High,2012-10-12,Fairmont,ND,,47.471495,-100.469096
Banner Academy South,Other,2012-10-19,Chicago,IL,,41.8755616,-87.6244212
Spring Woods High School,High,2012-12-10,Houston,TX,11:00 AM,29.7589382,-95.3676974
Sandy Hook Elementary School,Elementary,2012-12-14,Newtown,CT,9:35 AM,41.4134764,-73.3086445
Apostolic Revival Center Christian School,K-8,2013-01-07,Fort Myers,FL,11:00 AM,26.640628,-81.8723084
Taft Union High School,High,2013-01-10,Taft,CA,9:00 AM,35.1424671,-119.456507
Osborn High School,High,2013-01-11,Detroit,MI,,42.3315509,-83.0466403
Dale County School Bus,Elementary,2013-01-29,Midland City,AL,15:30:00,31.3187878,-85.4938975
Price Middle School,Middle,2013-01-31,Atlanta,GA,1:50 PM,33.7489924,-84.3902644
Martin Luther King High School,High,2013-02-01,Detroit,MI,7:30 PM,42.3315509,-83.0466403
Hillside Elementary School,Elementary,2013-02-13,San Leandro,CA,8:45 PM,37.7249296,-122.1560768
Grady High School,High,2013-02-27,Atlanta,GA,9:30 AM,33.7489924,-84.3902644
Davidson Middle School,Middle,2013-03-21,Southgate,MI,8:00 AM,42.2037103,-83.2067556
Temple High School,High,2013-04-16,Temple,TX,,31.098207,-97.3427847
La Salle High School,High,2013-04-29,Cincinnati,OH,8:00 AM,39.1014537,-84.5124602
Tularosa Elementary School,Elementary,2013-04-30,Tularosa,NM,,33.073973,-106.018602
Ossie Ware Mitchell Middle School,Middle,2013-05-13,Birmingham,AL,,33.5206824,-86.8024326
Redland Middle School,Middle,2013-05-23,Homestead,FL,2:40 PM,25.4718946,-80.4759905
Hidden Valley Elementary School,Elementary,2013-06-18,Charlotte,NC,2:00 PM,35.2272086,-80.8430827
Alexander W. Dreyfoos School of the Arts,High,2013-06-19,West Palm Beach,FL,6:30 AM,26.715364,-80.0532942
Northwest High School,Middle,2013-08-15,Clarksville,TN,2:00 AM,36.5277607,-87.3588703
Ronald E. McNair Discovery Learning Academy,Elementary,2013-08-20,Decatur,GA,12:51 PM,33.7737582,-84.296069
Westside Elementary School,Elementary,2013-08-22,Memphis,TN,8:00 AM,35.1460249,-90.0517638
North Panola High School,High,2013-08-23,Sardis,MS,10:30 PM,34.4370511,-89.9159227
Carver High School,High,2013-08-30,Winston-Salem,NC,2:25 PM,36.0998131,-80.2440518
Roosevelt High School,High,2013-09-27,Chicago,IL,2:25 PM,41.8755616,-87.6244212
New Gloucester High School,High,2013-09-28,Gray,ME,12:50 PM,43.8860922,-70.3303592
Winnisquam Regional School District,,2013-10-02,Sanbornton,NH,,43.489296,-71.582794
Agape Christian Academy,K-12,2013-10-04,Pine Hills,FL,2:00 PM,28.9497093,-81.4181225
Lanier High School,High,2013-10-15,Austin,TX,12:04 PM,30.2711286,-97.7436995
Sparks Middle School,Middle,2013-10-21,Sparks,NV,7:15 AM,39.5404679,-119.7487235
Newman Elementary School,Elementary,2013-10-23,Chino,CA,11:14 AM,34.0133561,-117.690075
Algona High School,High,2013-11-01,Algona,IA,1:20 AM,43.0699663,-94.233019
Stephenson High School,High,2013-11-03,Lithonia,GA,,33.7123305,-84.1051939
Brashear High School,High,2013-11-13,Pittsburgh,PA,3:00 PM,40.4416941,-79.9900861
West Orange High School,High,2013-12-04,Winter Garden,FL,1:15 PM,28.5656649,-81.5856742
Arapahoe High School,High,2013-12-13,Centennial,CO,00:00:00,39.579155,-104.8769227
Edison High School,High,2013-12-19,Fresno,CA,7:00 PM,36.7394421,-119.78483
Liberty Technology Magnet High School,High,2014-01-09,Jackson,TN,2:21 PM,35.6144446,-88.8177418
Hillhouse High School,High,2014-01-13,New Haven,CT,7:50 PM,41.3082138,-72.9250518
Berrendo Middle School,Middle,2014-01-14,Roswell,NM,07:30:00,33.3943282,-104.5229518
King Elementary School,Elementary,2014-01-14,Lancaster,PA,2:48 PM,40.03813,-76.3056686
St. James High School,High,2014-01-14,Baton Rouge,LA,,30.4494155,-91.1869659
Delaware Valley Charter School,High,2014-01-17,Philadelphia,PA,3:30 PM,39.9527237,-75.1635262
Rebound High School,High,2014-01-27,Carbondale,IL,12:00 PM,37.7274692,-89.216655
President Theodore Roosevelt High,High,2014-01-28,Honolulu,HI,8:30 AM,21.304547,-157.855676
Cesar Chavez High School,High,2014-01-31,Phoenix,AZ,,33.4484367,-112.074141
North High School,High,2014-01-31,Des Moines,IA,,41.5910323,-93.6046655
Bend High School,High,2014-02-07,Bend,OR,12:00 PM,44.0581728,-121.3153096
Salisbury High School,High,2014-02-10,Salisbury,NC,12:00 AM,35.6709727,-80.4742261
Charles F. Brush High School,High,2014-02-11,Lyndhurt,OH,8:30 PM,40.262259,-82.883453
Raytown Success Academy,High,2014-02-20,Raytown,MI,10:30 AM,43.924812,-84.633107
Madison Parish High School,High,2014-03-07,Tallulah,LA,,32.4084539,-91.1869112
Academy of Knowledge Preschool,Other,2014-03-12,Miami,FL,12:00 AM,25.7741728,-80.19362
Benjamin Banneker High School,High,2014-03-25,College Park,GA,1:00 PM,33.6534427,-84.4493725
Unknown School (bus),,2014-04-03,Newark,NJ,1:15 PM,40.735657,-74.1723667
D H Conley High School,High,2014-04-09,Greenville,NC,1:30 PM,35.613224,-77.3724593
Liberty Elementary School,Elementary,2014-04-10,Columbus,OH,3:30 PM,39.9622601,-83.0007065
East English Village Preparatory Academy,Unknown,2014-04-11,Detroit,MI,9:30 PM,42.3315509,-83.0466403
Provo High School,High,2014-04-21,Provo,UT,2:30 PM,40.2337289,-111.6587085
St. Mary Catholic School,High,2014-04-21,Griffith,IN,4:30 PM,41.534507,-87.4255305
Horizon Elementary School,Elementary,2014-05-03,Everett,WA,6:30 PM,47.9793437,-122.2127011
John F. Kennedy High School,High,2014-05-14,Richmond,CA,9:00 AM,37.9357576,-122.347748
Clarke Street Elementary School,Elementary,2014-05-21,Milwaukee,WI,7:00 PM,43.0349931,-87.922497
Reynolds High School,High,2014-06-10,Troutdale,OR,8:07 AM,45.5317928,-122.391155
Kelly High School,High,2014-06-23,Benton,MO,8:15 PM,38.2930723,-93.3036786
Heather Ridge High School,High,2014-08-13,Fredrick,MD,6:45 PM,39.343,-77.51
Saunders Elementary School,Elementary,2014-08-14,Newport News,VA,1:30 AM,36.9775016,-76.42977
Stellar Leadership Academy,High,2014-09-09,Miami,FL,,25.7741728,-80.19362
Greenwood Lakes Middle School,Middle,2014-09-10,Lake Mary,FL,5:00 PM,28.7562749,-81.322093
Westbrook Elementary School,Elementary,2014-09-11,Taylorsville,UT,9:00 AM,40.6676347,-111.9388027
North High School,High,2014-09-19,Des Moines,IA,10:00 PM,41.5910323,-93.6046655
West High School,High,2014-09-25,Manchester,NH,7:45 AM,42.9956397,-71.4547891
Albemarle High School,High,2014-09-30,Albemarle,NC,7:40 AM,35.3501426,-80.2000578
Fern Creek Traditional High School,High,2014-09-30,Louisville,KY,1:00 PM,38.2542376,-85.759407
Langston Hughes High School,High,2014-10-03,Fairburn,GA,10:00 PM,33.5670562,-84.5810418
A Maceo Walker Middle School,Middle,2014-10-21,Memphis,TN,7:45 AM,35.1460249,-90.0517638
Lakewood Stadium (Mays High School Game),High,2014-10-24,Atlanta,GA,11:00 PM,33.7489924,-84.3902644
Marysville Pilchuck High School,High,2014-10-24,Marysville,WA,10:39 AM,48.0517429,-122.1768209
Miami Carol City High School,High,2014-11-20,Miami,FL,3:30 PM,25.7741728,-80.19362
Rosemary Anderson High School,High,2014-12-12,Portland,OR,,45.5202471,-122.674194
Sunnyside Elementary School,Elementary,2014-12-16,Pittsburgh,PA,11:00 PM,40.4416941,-79.9900861
Benton Elementary School,Elementary,2014-12-17,Waterville,ME,2:30 PM,44.5520105,-69.6317121
Godfrey Lee High School,High,2014-12-17,Wyoming,MI,8:00 PM,42.9132581,-85.7057035
Wisconsin Lutheran High School,High,2015-01-15,Milwaukee,WI,,43.0349931,-87.922497
Vanguard High School,High,2015-01-16,Ocala,FL,,29.1871986,-82.1400923
Williamson High School,High,2015-01-20,Mobile,AL,,30.6913462,-88.0437509
Royal Live Oaks Academy,K-12,2015-01-22,Hardeeville,SC,5:00 PM,32.2802665,-81.0726108
Hand in Hand Montessori,Other,2015-01-26,Roseville,MN,3:07 PM,45.0060767,-93.1566107
Frederick High School,High,2015-02-04,Frederick,MD,8:00 PM,39.415779,-77.4127562
Lawson Elementary School,Elementary,2015-02-15,Little Rock,AR,2:00 AM,34.7465071,-92.2896267
Tenaya Middle School,Middle,2015-02-15,Merced,CA,7:55 PM,37.3029568,-120.4843269
Pershing Elementary School,Elementary,2015-03-30,University City,MO,5:30 PM,38.6569083,-90.3103443
Seguin High School,High,2015-04-17,Seguin,TX,9:30 AM,29.5688411,-97.9647269
Ruth Deskin Elementary School,Elementary,2015-04-22,Las Vegas,NV,3:20 PM,36.1672559,-115.148516
North Thurston High School,High,2015-04-27,Lacey,WA,7:24 AM,47.0263876,-122.8072257
Dr. Gustavus Brown Elementary School,Elementary,2015-04-28,Waldorf,MD,6:23 PM,38.6263882,-76.9106581
Willow Elementary School,Elementary,2015-05-04,Cleveland,OH,11:00 PM,41.4996574,-81.6936772
Conyers Middle School,Middle,2015-05-05,Conyers,GA,1:00 PM,33.6676103,-84.0176904
Corona del Sol High School,High,2015-05-12,Tempe,AZ,9:00 AM,33.4255117,-111.940016
Unknown School (bus),,2015-05-12,Jacksonville,FL,4:30 PM,30.3321838,-81.655651
Robinson High School,High,2015-05-20,Robinson,TX,9:30 AM,31.4676687,-97.1147226
Duval County School Bus,High,2015-05-21,Jacksonville,FL,,30.3321838,-81.655651
Southwestern Classical Academy,Elementary,2015-05-24,Flint,MI,2:00 AM,43.0161693,-83.6900211
Everglades City School,K-12,2015-05-27,Everglades City,FL,8:15 PM,25.8574788,-81.384961
South Macon Elementary School,Elementary,2015-06-04,Franklin,NC,5:27 AM,35.1823171,-83.3815429
Fort Calhoun Elementary School,Elementary,2015-06-23,Fort Calhoun,NE,7:30 PM,41.4558282,-96.0264024
Sarah J. Rawson Elementary School,Elementary,2015-06-27,Hartford,CT,6:30 PM,41.764582,-72.6908547
John Jay High School,High,2015-06-29,San Antonio,TX,1:30 PM,29.4246002,-98.4951405
Coppell Middle School East,High,2015-07-05,Dallas,TX,6:00 PM,32.7762719,-96.7968559
Elolf Elementary School,Elementary,2015-07-24,Converse,TX,1:00 PM,29.5180081,-98.3161241
Paradise High School,High,2015-08-08,Paradise,TX,7:15 AM,33.150118,-97.6872521
William Velasquez Elementary School,Elementary,2015-08-23,Richmond,TX,8:00 AM,29.5821811,-95.7607832
W S Hornsby Elementary School,Elementary,2015-08-25,Augusta,GA,10:45 AM,33.4709714,-81.9748429
Newberg High School,High,2015-09-03,Newberg,OR,8:30 PM,45.300347,-122.972751
Northside High School,High,2015-09-11,Lafayette,LA,9:55 PM,30.2262187,-92.0178202
Central Elementary School,Elementary,2015-09-22,Stateville,NC,3:00 PM,35.387362,-78.455056
Harrisburg High School,High,2015-09-30,Harrisburg,SD,10:00:00,43.4313466,-96.6985231
Karen Wagner High School,High,2015-10-15,San Antonio,TX,9:00 AM,29.4246002,-98.4951405
Ed White Middle School,Middle,2015-10-24,San Antonio,TX,3:00 AM,29.4246002,-98.4951405
Vereen School,Other,2015-11-05,Moultrie,GA,,31.179998,-83.7887928
Sulphur Rock Magnet School,Unknown,2015-11-11,Sulphur Rock,AR,3:30 PM,35.751188,-91.5006905
Nathaniel “Traz” Powell Stadium (high school game),High,2015-11-20,Miami,FL,9:15 PM,25.7741728,-80.19362
West High School,High,2015-12-04,Wichita,KS,6:30 PM,37.6922361,-97.3375448
Central Middle School,Middle,2016-01-12,Dover,DE,12:15 PM,39.158168,-75.5243682
Harmony Grove High School,High,2016-01-13,Benton,AR,3:00 PM,34.5645372,-92.586828
Northwestern Community High School,High,2016-01-20,Indianapolis,IN,,39.7683331,-86.1583502
Lawrence Central High School,High,2016-01-22,Indianapolis,IN,9:30 PM,39.7683331,-86.1583502
Benjamin Franklin High School,High,2016-01-29,Philadelphia,PA,12:00 PM,39.9527237,-75.1635262
Muskegon Heights High School,High,2016-02-09,Muskegon Heights,MI,,43.201126,-86.238946
Independence High School,High,2016-02-12,Glendale,AZ,7:53 AM,33.5386858,-112.185994
Chester High School (bus),High,2016-02-17,Chester,PA,11:00 AM,39.849557,-75.3557458
Rock Crusher Elementary School,Elementary,2016-02-17,Homosassa,FL,8:00 AM,28.7813722,-82.6151001
Palestine High School,High,2016-02-26,Palestine,TX,5:56 PM,31.7621153,-95.6307891
Madison High School,High,2016-02-29,Middletown,OH,11:15 AM,39.516644,-84.4041725
Huffman High School,High,2016-03-15,Birmingham,AL,2:30 PM,33.5206824,-86.8024326
Antigo High School,High,2016-04-23,Antigo,WI,,45.140245,-89.152335
Kimball High School,High,2016-05-02,Dallas,TX,8:00 AM,32.7762719,-96.7968559
East High School,High,2016-05-04,Pueblo,CO,3:00 PM,38.2544472,-104.609141
High Point High School,High,2016-05-05,Beltsville,MD,4:40 PM,39.0299081,-76.9149547
Oscar Patterson Elementary School,Elementary,2016-05-06,Panama City,FL,,30.1586518,-85.6602936
Robert Stuart Middle School,Middle,2016-05-06,Twin Falls,ID,12:45 PM,42.5558542,-114.4700684
Southside High School,High,2016-05-13,Greenville,SC,8:30 AM,34.851354,-82.3984882
Augusta High School,High,2016-05-15,Augusta,KS,1:55 PM,37.6913769,-96.9707179
Jeremiah Burke High School,High,2016-06-08,Dorchester,MA,1:00 PM,42.2973205,-71.0744952
Mcnair Elementary School,Elementary,2016-06-16,Chicago,IL,12:30 PM,41.8755616,-87.6244212
Woodrow Wilson Junior High School,Junior High,2016-06-30,Hanford,CA,7:35 PM,36.2931985,-119.64190149999999
Ava High School,High,2016-07-25,Ava,MO,1:45 AM,36.9519236,-92.6600096
Wedgewood Middle School,Middle,2016-08-17,Columbus,OH,8:10 PM,39.9622601,-83.0007065
Southridge High School,High,2016-08-19,Miami,FL,9:40 PM,25.7741728,-80.19362
