,LONCOD,LATCOD,CDCODE,year_x,school,city_x,state_x,address,urbanrural,race,killed_x,injured_x,victims,date_x,type,NCESSCH,time_x,uid,nces_school_id,nces_district_id,district_name,date_y,school_year,year_y,time_y,day_of_week,city_y,state_y,school_type,enrollment,killed_y,injured_y,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,Incident_ID,Date,Quarter,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
86,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20200318LABOS,2020-03-18,Spring,Shreveport,LA,High,Parking Lot,No,Night,11:00 PM,No,No,No,No
87,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19701019TNBOM,1970-10-19,Fall,Memphis,TN,High,Inside School Building,Yes,,,No,No,No,No
88,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19730212ALBOM,1973-02-12,Winter,Montgomery,AL,High,Gym,No,Evening,5:15 PM,No,No,,No
89,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19840517TXBOH,1984-05-17,Spring,Houston,TX,High,Classroom,Yes,Morning Classes,10:45 AM,No,Yes,No,No
90,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19840831LABOS,1984-08-31,Summer,Shreveport,LA,High,Football Field/Track,No,Sport Event,,No,No,Yes,No
91,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19910219LABON,1991-02-19,Winter,New Orleans,LA,High,Outside on School Property,Yes,Lunch,1:00 PM,No,No,No,No
92,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19920207VABON,1992-02-07,Winter,Norfolk,VA,High,Beside Building,Yes,Lunch,12:47 PM,No,No,No,No
93,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20040912LABON,2004-09-12,Fall,New Orleans,LA,High,Beside Building,No,Not a School Day,12:00 PM,No,No,No,No
94,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20050524LABOS,2005-05-24,Spring,Shreveport,LA,High,Beside Building,Yes,Dismissal,1:55 PM,No,No,No,No
95,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20091211LABOS,2009-12-11,Winter,Shreveport,LA,High,Parking Lot,Yes,School Start,8:10 AM,No,Yes,No,No
96,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20170415OKBOT,2017-04-15,Spring,Tulsa,OK,High,Parking Lot,No,Not a School Day,9:05 PM,No,No,,No
97,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20200318LABOS,2020-03-18,Spring,Shreveport,LA,High,Parking Lot,No,Night,11:00 PM,No,No,No,No
98,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19701019TNBOM,1970-10-19,Fall,Memphis,TN,High,Inside School Building,Yes,,,No,No,No,No
99,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19730212ALBOM,1973-02-12,Winter,Montgomery,AL,High,Gym,No,Evening,5:15 PM,No,No,,No
100,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19840517TXBOH,1984-05-17,Spring,Houston,TX,High,Classroom,Yes,Morning Classes,10:45 AM,No,Yes,No,No
101,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19840831LABOS,1984-08-31,Summer,Shreveport,LA,High,Football Field/Track,No,Sport Event,,No,No,Yes,No
102,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19910219LABON,1991-02-19,Winter,New Orleans,LA,High,Outside on School Property,Yes,Lunch,1:00 PM,No,No,No,No
103,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19920207VABON,1992-02-07,Winter,Norfolk,VA,High,Beside Building,Yes,Lunch,12:47 PM,No,No,No,No
104,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20040912LABON,2004-09-12,Fall,New Orleans,LA,High,Beside Building,No,Not a School Day,12:00 PM,No,No,No,No
105,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20050524LABOS,2005-05-24,Spring,Shreveport,LA,High,Beside Building,Yes,Dismissal,1:55 PM,No,No,No,No
106,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20091211LABOS,2009-12-11,Winter,Shreveport,LA,High,Parking Lot,Yes,School Start,8:10 AM,No,Yes,No,No
107,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20170415OKBOT,2017-04-15,Spring,Tulsa,OK,High,Parking Lot,No,Not a School Day,9:05 PM,No,No,,No
108,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20200318LABOS,2020-03-18,Spring,Shreveport,LA,High,Parking Lot,No,Night,11:00 PM,No,No,No,No
109,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19701019TNBOM,1970-10-19,Fall,Memphis,TN,High,Inside School Building,Yes,,,No,No,No,No
110,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19730212ALBOM,1973-02-12,Winter,Montgomery,AL,High,Gym,No,Evening,5:15 PM,No,No,,No
111,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19840517TXBOH,1984-05-17,Spring,Houston,TX,High,Classroom,Yes,Morning Classes,10:45 AM,No,Yes,No,No
112,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19840831LABOS,1984-08-31,Summer,Shreveport,LA,High,Football Field/Track,No,Sport Event,,No,No,Yes,No
113,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19910219LABON,1991-02-19,Winter,New Orleans,LA,High,Outside on School Property,Yes,Lunch,1:00 PM,No,No,No,No
114,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19920207VABON,1992-02-07,Winter,Norfolk,VA,High,Beside Building,Yes,Lunch,12:47 PM,No,No,No,No
115,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20040912LABON,2004-09-12,Fall,New Orleans,LA,High,Beside Building,No,Not a School Day,12:00 PM,No,No,No,No
116,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20050524LABOS,2005-05-24,Spring,Shreveport,LA,High,Beside Building,Yes,Dismissal,1:55 PM,No,No,No,No
117,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20091211LABOS,2009-12-11,Winter,Shreveport,LA,High,Parking Lot,Yes,School Start,8:10 AM,No,Yes,No,No
118,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20170415OKBOT,2017-04-15,Spring,Tulsa,OK,High,Parking Lot,No,Not a School Day,9:05 PM,No,No,,No
119,-95.970804,36.187999,4001.0,2017,Booker T. Washington High School,Tulsa,Oklahoma,1514 E Zion St,urban,WHITE,0,1,1,15-Apr-17,High School,403024001583.0,9:05AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20200318LABOS,2020-03-18,Spring,Shreveport,LA,High,Parking Lot,No,Night,11:00 PM,No,No,No,No
120,-86.741148,34.740322,105.0,2010,Discovery Middle School,Madison,Alabama,1304 Hughes Rd,suburbtown,WHITE,1,0,1,5-Feb-10,Middle School,10000800495.0,1:45PM,114,010000800495,100008.0,Madison City,2/5/2010,2009-2010,2010,1:45 PM,Friday,Madison,Alabama,public,1000,1,0,1,targeted,14.0,m,a,student,0.0,,,,,,,,707.0,188.0,27,50.0,8.0,,,1,.22-caliber pistol,friend's home,34.740322,-86.741148,54.5,7,9,176,Madison County,1,1089,22.0,20100205ALDIM,2010-02-05,Winter,Madison,AL,Middle,Hallway,Yes,Afternoon Classes,1:45 PM,,No,,No
121,-105.102,39.5869,806.0,2010,Deer Creek Middle School,Littleton,Colorado,9201 W Columbine Dr,suburbtown,WHITE,0,2,2,23-Feb-10,Elementary School,80480001315.0,3:00PM,115,080480001315,804800.0,Jefferson County School District No. R-1,2/23/2010,2009-2010,2010,3:14 PM,Tuesday,Littleton,Colorado,public,516,0,2,2,indiscriminate,32.0,m,w,,0.0,,,,,,,,436.0,7.0,46,23.0,4.0,,,0,hunting rifle,,39.5869,-105.102,28.2,7,8,60,Jefferson County,8,8059,21.0,20100223CODEL,2010-02-23,Winter,Littleton,CO,Middle,Front of School,Yes,Dismissal,15:14:00,,No,No,No
122,-118.209757,33.954604,639.0,2010,South Gate High School,South Gate,California,3351 Firestone Blvd,suburbtown,HISP,0,1,1,18-May-10,High School,62271003364.0,7:50AM,117,062271003364,622710.0,Los Angeles Unified,5/18/2010,2009-2010,2010,7:51 AM,Tuesday,South Gate,California,public,3289,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,12.0,11.0,3251,3.0,10.0,0.0,2.0,0,,,33.954604,-118.209757,126.1,9,12,2373,Los Angeles County,6,6037,21.0,20100518CASOS,2010-05-18,Spring,South Gate,CA,High,Beside Building,Yes,Before School,7:51 AM,,,,No
123,-121.595961,36.686184,617.0,2010,Alisal High School,Salinas,California,777 Williams Rd,urban,HISP,1,0,1,1-Oct-10,High School,63398005332.0,8:00AM,120,063398005332,633980.0,Salinas Union High,10/1/2010,2010-2011,2010,7:53 AM,Friday,Salinas,California,public,2478,1,0,1,targeted,,m,,,0.0,,,,,,,,14.0,10.0,2420,28.0,1.0,5.0,0.0,0,,,36.686184,-121.595961,,3,12,1869,Monterey County,6,6053,12.0,20101001CAALS,2010-10-01,Fall,Salinas,CA,High,Beside Building,Yes,School Start,7:53 AM,,No,Yes,No
124,-117.311227,33.14836,650.0,2010,Kelly Elementary School,Carlsbad,California,4885 Kelly Dr,urban,WHITE,0,2,2,8-Oct-10,Elementary School,60750000711.0,12:00PM,121,060750000711,607500.0,Carlsbad Unified,10/8/2010,2010-2011,2010,12:00 PM,Friday,Carlsbad,California,public,477,0,2,2,indiscriminate,41.0,m,w,none,0.0,,,,,,,,314.0,12.0,67,36.0,3.0,0.0,45.0,0,.357-caliber magnum revolver,,33.14836,-117.311227,,KG,5,45,San Diego County,6,6073,12.0,20101008CAKEC,2010-10-08,Fall,Carlsbad,CA,Elementary,Playground,Yes,Lunch,12:00 PM,No,No,No,No
125,-117.311227,33.14836,650.0,2010,Kelly Elementary School,Carlsbad,California,4885 Kelly Dr,urban,WHITE,0,2,2,8-Oct-10,Elementary School,60750000711.0,12:00PM,121,060750000711,607500.0,Carlsbad Unified,10/8/2010,2010-2011,2010,12:00 PM,Friday,Carlsbad,California,public,477,0,2,2,indiscriminate,41.0,m,w,none,0.0,,,,,,,,314.0,12.0,67,36.0,3.0,0.0,45.0,0,.357-caliber magnum revolver,,33.14836,-117.311227,,KG,5,45,San Diego County,6,6073,12.0,20200804PAKEP,2020-08-04,Summer,Pittsburg,PA,Elementary,Beside Building,No,Not A School Day,12:15:00,No,No,No,No
126,-96.146049,41.203481,3102.0,2011,Millard South High School,Omaha,Nebraska,14905 Q St,urban,WHITE,1,1,2,5-Jan-11,High School,317374001251.0,12:50PM,123,317374001251,3173740.0,Millard Public Schools,1/5/2011,2010-2011,2011,12:45 PM,Wednesday,Omaha,Nebraska,public,2043,1,2,3,targeted and indiscriminate,17.0,m,b,student,1.0,suicide,,,,,,,1668.0,79.0,186,32.0,12.0,6.0,60.0,0,Glock .40-caliber S&W pistol,father,41.203481,-96.146049,135.5,9,12,475,Douglas County,31,31055,11.0,20110105NEMIO,2011-01-05,Winter,Omaha,NE,High,Office,Yes,Lunch,12:45 PM,No,No,No,No
127,-118.296334,33.866372,635.0,2011,Gardena High School,Gardena,California,1301 W 182nd St,urban,HISP,0,2,2,18-Jan-11,High School,62271003034.0,10:40AM,34,062271003034,622710.0,Los Angeles Unified,2/6/2002,2001-2002,2002,2:50 PM,Wednesday,Los Angeles,California,public,3198,0,2,2,targeted,17.0,m,,student,0.0,,,,,,,,77.0,1381.0,1492,244.0,4.0,,,0,pistol,,33.866342,-118.296704,133.2,9,12,1941,Los Angeles County,6,6037,11.0,20020206CAGAL,2002-02-06,Winter,Los Angeles,CA,High,Bathroom,Yes,Afternoon Classes,2:50 PM,No,No,No,No
